id,customer_id,order_date,status,total_amount
1278,929,2024-07-21,shipped,1960.47
1279,10,2023-01-29,PENDING,1092.69
1280,1039,2023-10-02,completed,733.36
1281,888,2023-01-12,pending,867.23
1282,888,2023-08-10,completed,160.84
1283,473,2024-03-10,Completed,504.05
1284,962,2023-05-07,completed,1386.71
1285,459,2023-12-07,pending,
1286,59,2024-12-28,completed,148.13
1287,1090,2023-02-21,completed,1097.5
1288,282,2023-02-16,refunded,824.06
1289,123,2023-07-18,completed,154.75
1290,747,2024-08-26,cancelled,468.79
1291,281,2023-10-24,shipped,733.36
1292,1030,2024-04-11,cancelled,671.0
1293,533,2023-01-25,cancelled,776.14
1294,6,2024-06-20,refunded,441.33
1295,1143,2023-02-19,completed,696.6
1296,618,2024-06-03,pending,926.94
1297,316,2023-04-18,pending,877.12
1298,813,2024-09-18,shipped,
1299,637,2023-08-05,completed,
1300,36,2023-05-15,refunded,256.29
1301,912,2023-09-03,completed,342.66
1302,482,2023-01-01,completed,1096.43
1303,840,2023-05-01,completed,974.21
1304,1075,2024-03-12,completed,484.83
1305,733,2023-08-08,shipped,336.77
1306,806,2023-09-16,completed,
1307,306,2024-08-12,shipped,898.55
1308,286,2023-04-01,cancelled,782.43
1309,499,2023-10-17,completed,319.09
1310,1024,2023-05-16,shipped,969.48
1311,630,2023-12-19,completed,468.2
1312,418,2023-08-31,cancelled,264.06
1313,936,2023-02-03,refunded,408.28
1314,1025,2023-02-21,completed,624.93
1315,1084,2024-09-14,shipped,945.76
1316,359,2023-02-11,Completed,903.45
1317,852,2024-07-25,completed,540.24
1318,709,2024-10-30,shipped,680.73
1319,539,2023-12-07,completed,504.76
1320,477,2023-08-16,completed,319.58
1321,138,2024-07-20,completed,555.89
1322,330,2024-12-18,completed,99.82
1323,660,2023-03-29,cancelled,1513.24
1324,1064,2024-12-04,completed,667.8
1325,1040,2024-11-19,completed,804.54
1326,226,2023-04-15,completed,331.52
1327,816,2023-02-09,cancelled,663.63
1328,102,2024-06-05,completed,746.5
1329,811,2023-02-26,Completed,486.28
1330,411,2024-03-14,Completed,506.72
1331,540,2023-02-17,completed,186.16
1332,862,2024-05-19,refunded,1842.63
1333,510,2023-06-19,completed,327.48
1334,969,2023-03-12,completed,363.69
1335,641,2023-02-18,pending,1577.66
1336,1199,2023-05-18,completed,831.28
1337,766,2024-01-30,completed,951.15
1338,356,2023-02-25,completed,174.74
1339,931,2024-08-08,completed,657.63
1340,490,2024-03-17,shipped,176.74
1341,642,2023-08-06,cancelled,288.13
1342,165,2024-12-21,cancelled,2018.16
1343,144,2024-04-25,cancelled,243.89
1344,690,2024-05-05,completed,920.2
1345,225,2023-05-07,completed,264.86
1346,1198,2024-06-02, shipped,293.8
1347,1027,2024-02-13,refunded,2831.18
1348,842,2024-12-19,shipped,542.32
1349,882,2023-12-15,completed,162.53
1350,715,2024-05-09,shipped,947.29
1351,73,2023-09-07,PENDING,1321.27
1352,471,2023-01-30,cancelled,1008.11
1353,595,2023-04-04,pending,506.9
1354,1099,2024-09-24,completed,520.01
1355,264,2024-06-22,completed,382.54
1356,597,2023-09-24,completed,218.13
1357,413,2024-05-24,completed,736.47
1358,162,2023-01-04,refunded,487.85
1359,124,2023-01-28,completed,179.34
1360,439,2024-01-06,completed,552.49
1361,99,2024-04-01,completed,329.15
1362,81,2024-11-15,shipped,708.95
1363,422,2024-07-08,completed,659.21
1364,243,2023-07-07,completed,436.14
1365,666,2024-08-18,cancelled,572.36
1366,22,2023-12-25,completed,609.67
1367,363,2024-08-26,completed,1096.21
1368,544,2023-05-07,completed,556.84
1369,1156,2023-01-20,completed,
1370,762,2023-02-12,shipped,470.78
1371,1057,2024-12-24,cancelled,1752.44
1372,412,2023-02-28,completed,273.32
1373,540,2024-11-16,refunded,494.89
1374,505,2024-06-14,shipped,489.22
1375,1065,2023-04-17,completed,505.26
1376,1152,2024-09-22,completed,211.22
1377,1155,2023-04-16,completed,468.79
1378,903,2023-04-15,cancelled,374.26
1379,604,2024-02-25,completed,706.62
1380,650,2023-07-30,completed,1204.14
1381,1177,2023-08-01,shipped,746.48
1382,342,2023-05-23,cancelled,626.36
1383,417,2024-03-19,shipped,799.28
1384,1077,2023-01-20,pending,669.12
1385,464,2023-06-28,completed,568.91
1386,283,2024-02-09,cancelled,1068.22
1387,673,2023-12-22,completed,458.93
1388,391,2024-05-25,completed,208.57
1389,1070,2023-06-07,refunded,364.21
1390,1091,2024-04-17,completed,326.21
1391,368,2024-07-08,completed,2065.74
1392,636,2023-10-11,shipped,1251.81
1393,1181,2023-07-07,completed,631.92
1394,891,2024-02-10,completed,333.18
1395,259,2024-02-27,completed,1060.92
1396,709,2023-03-10,PENDING,614.33
1397,744,2024-02-17,pending,459.71
1398,785,2023-04-23,completed,617.98
1399,31,2024-02-20,completed,
1400,360,2024-11-11,pending,792.71
1401,1026,2024-01-28,completed,191.44
1402,290,2024-07-09,completed,788.81
1403,360,2023-08-15,completed,468.89
1404,387,2024-11-04,completed,1076.89
1405,213,2024-08-16,completed,1271.31
1406,187,2024-10-31,shipped,1455.77
1407,417,2024-06-25,Refunded,2165.69
1408,1050,2024-04-19,completed,1422.77
1409,2,2024-01-19,shipped,1054.15
1410,340,2024-11-08,completed,217.04
1411,73,2024-09-11,completed,52.15
1412,674,2023-11-01,pending,1152.48
1413,301,2023-03-04,completed,286.85
1414,951,2023-01-03,refunded,3152.54
1415,703,2023-06-20,completed,144.71
1416,941,2023-02-15,completed,1023.92
1417,762,2023-06-04,completed,667.67
1418,527,2023-03-21,completed,161.91
1419,1034,2024-12-17,cancelled,664.7
1420,572,2023-03-11,shipped,318.17
1421,1140,2024-04-02,completed,543.7
1422,1194,2023-09-14,Completed,549.45
1423,707,2023-05-08,shipped,322.03
1424,810,2024-05-26,pending,437.44
1425,307,2024-12-09,completed,296.65
1426,978,2024-07-31,completed,104.37
1427,806,2024-12-12,Completed,624.95
1428,1084,2024-03-06,completed,1417.98
1429,321,2024-05-06,completed,311.74
1430,946,2023-04-17,completed,1899.41
1431,565,2024-09-14,completed,2159.57
1432,223,2024-06-29,completed,408.66
1433,206,2023-07-05,completed,488.15
1434,675,2023-09-17,cancelled,415.1
1435,384,2024-03-21,completed,220.08
1436,123,2023-01-10,completed,489.96
1437,513,2024-08-20,completed,448.33
1438,784,2023-07-24,completed,617.05
1439,383,2023-02-24,cancelled,641.97
1440,1147,2023-08-30,completed,205.09
1441,936,2024-09-02,completed,886.22
1442,616,2023-07-20,cancelled,485.47
1443,1122,2024-01-29,pending,243.13
1444,520,2024-08-15,pending,477.01
1445,168,2023-01-25,completed,660.25
1446,44,2024-07-08,completed,1596.19
1447,1126,2023-07-30,shipped,1429.32
1448,1152,2024-05-22,Completed,381.47
1449,888,2023-05-18,shipped,511.35
1450,124,2023-04-12,PENDING,289.19
1451,353,2024-07-29,completed,739.47
1452,50,2024-08-12,completed,
1453,62,2024-12-17,completed,498.11
1454,296,2024-05-09,completed,1180.27
1455,687,2023-12-07,shipped,204.33
1456,79,2023-05-23,pending,1431.52
1457,1182,2023-08-04,completed,792.3
1458,547,2024-04-18,shipped,1386.95
1459,317,2023-09-10,completed,983.07
1460,620,2023-12-19,shipped,1108.98
1461,949,2023-05-03,completed,594.42
1462,376,2023-11-17,shipped,237.51
1463,58,2023-06-23,shipped,358.41
1464,62,2023-03-23,completed,303.81
1465,1023,2023-04-07,completed,78.79
1466,134,2024-01-14,cancelled,1178.84
1467,763,2023-09-25,completed,544.93
1468,462,2023-03-14,shipped,283.42
1469,934,2024-01-11,refunded,2105.25
1470,73,2023-04-30,cancelled,2711.55
1471,1078,2023-01-12,completed,180.98
1472,838,2023-04-07,completed,489.67
1473,540,2023-11-24,refunded,465.29
1474,249,2024-11-27,completed,264.26
1475,1173,2023-06-26,completed,1159.96
1476,363,2023-07-27,completed,79.99
1477,589,2023-06-27,pending,1757.92
1478,473,2023-09-17,completed,613.41
1479,277,2024-06-07,completed,1991.03
1480,500,2023-08-24,completed,575.43
1481,182,2024-04-25,pending,463.95
1482,2,2024-10-17,completed,1223.27
1483,348,2024-11-21,Cancelled ,1982.48
1484,135,2024-02-15,shipped,1773.15
1485,498,2024-06-04,refunded,123.26
1486,1036,2024-11-01,cancelled,1473.7
1487,196,2024-07-28,completed,445.94
1488,2,2023-08-07,shipped,530.55
1489,134,2023-04-07,completed,438.53
1490,610,2023-03-25,refunded,358.26
1491,330,2024-10-05,completed,493.94
1492,588,2024-02-11,shipped,255.74
1493,36,2023-08-05,cancelled,1479.65
1494,400,2023-09-10,completed,973.41
1495,493,2023-07-25,cancelled,701.09
1496,518,2024-08-08,completed,438.38
1497,662,2024-03-23,completed,378.28
1498,937,2024-10-03,completed,815.4
1499,561,2023-08-09,completed,718.28
1500,1010,2023-12-11,completed,
1501,636,2023-03-30,cancelled,383.52
1502,313,2024-12-10,completed,354.01
1503,275,2024-01-09,completed,945.19
1504,387,2024-02-08,cancelled,1088.53
1505,717,2023-10-29,pending,2578.78
1506,291,2023-07-17,completed,116.8
1507,1098,2024-11-23,Refunded,1535.0
1508,576,2023-12-23,completed,658.2
1509,1036,2024-05-07,completed,401.76
1510,820,2023-01-28,completed,823.17
1511,401,2023-07-21,pending,802.79
1512,274,2024-08-09,completed,411.29
1513,893,2023-03-06,completed,126.55
1514,397,2023-03-16,pending,1538.59
1515,297,2024-08-14,completed,328.53
1516,1117,2023-08-14,completed,287.03
1517,580,2023-07-19,shipped,355.69
1518,59,2024-02-17,shipped,1051.66
1519,594,2023-05-23,completed,452.33
1520,553,2023-02-01,completed,361.51
1521,1037,2023-01-04,refunded,784.4
1522,854,2023-02-27,completed,705.87
1523,230,2023-04-26,Completed,368.11
1524,181,2024-05-23,completed,124.04
1525,725,2023-08-06,completed,1035.35
1526,57,2023-02-22,refunded,715.57
1527,383,2023-01-11,completed,84.78
1528,166,2023-12-15,completed,1688.13
1529,25,2024-09-05,completed,80.63
1530,1103,2023-09-05,completed,306.5
1531,108,2023-02-16,Completed,323.78
1532,12,2023-06-16,refunded,372.6
1533,1120,2023-12-31,shipped,362.72
1534,226,2023-05-18,completed,197.06
1535,980,2024-12-15,completed,666.17
1536,38,2024-07-11,completed,1156.83
1537,185,2023-09-09,completed,659.52
1538,133,2024-11-25,completed,744.57
1539,848,2023-08-26,completed,460.59
1540,745,2023-04-13,pending,640.66
1541,571,2024-11-15,cancelled,785.38
1542,290,2024-12-01,completed,
1543,107,2023-08-17,cancelled,338.91
1544,684,2024-03-10,completed,302.88
1545,277,2023-05-07,completed,53.35
1546,709,2024-04-13,cancelled,2018.9
1547,825,2024-05-18,completed,1935.36
1548,1020,2024-06-02,completed,561.14
1549,593,2024-02-20,shipped,585.45
1550,6,2024-05-29,completed,1608.16
1551,337,2024-02-10,cancelled,203.03
1552,1025,2024-08-21,completed,276.67
1553,640,2023-05-12,pending,1674.87
1554,743,2023-12-19,completed,456.82
1555,550,2023-10-31,completed,243.48
1556,196,2024-01-25,completed,818.53
1557,1077,2023-04-14,cancelled,340.59
1558,928,2023-08-25,completed,1486.19
1559,1195,2024-11-27,cancelled,636.75
1560,1027,2023-03-18,completed,352.11
1561,350,2024-04-08,completed,368.36
1562,306,2024-04-30,completed,790.68
1563,299,2023-12-13,completed,501.79
1564,1103,2023-01-25,refunded,451.29
1565,669,2023-01-26,completed,999.95
1566,546,2023-07-21,shipped,1622.99
1567,1162,2023-03-16,completed,904.66
1568,725,2023-03-10,completed,318.32
1569,1092,2023-04-27,completed,230.18
1570,1182,2023-05-20,cancelled,959.74
1571,96,2024-09-04,shipped,903.4
1572,434,2024-04-11,completed,425.88
1573,881,2023-01-23, shipped,509.44
1574,976,2024-04-03,completed,334.03
1575,179,2023-04-10,completed,235.19
1576,383,2023-11-04,shipped,357.7
1577,658,2023-01-28,completed,36.76
1578,960,2023-03-07,pending,1303.2
1579,136,2023-04-07,refunded,171.55
1580,721,2023-11-13,refunded,570.25
1581,356,2023-12-05,pending,
1582,260,2023-09-15,completed,882.2
1583,619,2024-03-28,pending,1074.91
1584,497,2024-06-09,completed,609.89
1585,763,2024-06-15,completed,544.8
1586,382,2024-02-27,completed,332.91
1587,988,2024-02-03,completed,1281.53
1588,94,2023-12-25,refunded,136.86
1589,1035,2023-06-23,cancelled,403.66
1590,36,2023-12-22,completed,300.46
1591,884,2023-01-08,completed,291.43
1592,416,2024-12-06,shipped,1258.7
1593,461,2023-09-28,completed,519.2
1594,23,2024-07-06,pending,330.69
1595,843,2024-11-29,refunded,732.66
1596,199,2023-12-29,completed,689.05
1597,791,2024-09-21,completed,1061.54
1598,871,2023-12-16,completed,791.41
1599,1015,2023-04-07,completed,537.85
1600,850,2023-01-20,completed,566.83
1601,362,2023-04-10,Completed,766.48
1602,887,2024-11-19,completed,261.53
1603,992,2023-12-13,completed,678.53
1604,381,2023-08-21,completed,1598.41
1605,150,2023-11-22,shipped,610.27
1606,1069,2023-07-06,completed,435.06
1607,178,2024-09-27,cancelled,430.58
1608,713,2024-12-30,completed,743.87
1609,284,2023-03-03,completed,651.32
1610,152,2024-06-08,completed,911.69
1611,932,2023-09-02,shipped,348.93
1612,173,2023-02-04,completed,496.42
1613,805,2024-11-04,completed,1019.64
1614,832,2023-02-15,completed,1075.91
1615,73,2023-05-31,Refunded,1081.81
1616,208,2023-01-19,completed,946.13
1617,954,2023-12-11,completed,968.66
1618,609,2024-03-13,cancelled,677.63
1619,146,2023-08-23,completed,165.22
1620,1191,2023-02-22,completed,181.45
1621,318,2023-03-26,pending,601.48
1622,5,2024-11-12,completed,621.44
1623,1109,2024-08-11,completed,285.68
1624,20,2024-11-14,completed,301.7
1625,665,2024-01-23,completed,535.25
1626,1192,2024-02-03,cancelled,2216.32
1627,694,2024-07-27, shipped,242.03
1628,702,2024-03-26,completed,417.3
1629,466,2023-11-15,completed,1060.36
1630,153,2023-08-02,shipped,931.19
1631,688,2023-12-21,shipped,716.35
1632,1077,2023-02-16,completed,99.55
1633,110,2023-05-21,Cancelled ,475.16
1634,1057,2024-06-22,completed,1831.28
1635,499,2024-09-25,pending,293.06
1636,644,2023-03-16,completed,283.33
1637,199,2023-03-12,completed,1551.16
1638,747,2023-03-04, shipped,534.39
1639,219,2024-07-31,pending,108.3
1640,328,2023-08-16,completed,214.83
1641,866,2023-08-27,completed,356.46
1642,61,2023-01-10,pending,691.31
1643,537,2024-12-10,completed,489.54
1644,714,2023-11-13,completed,272.29
1645,159,2024-08-05,shipped,495.04
1646,354,2024-05-31,completed,292.87
1647,413,2023-04-14,completed,
1648,797,2024-08-07,completed,203.98
1649,1173,2024-02-06,cancelled,395.02
1650,1004,2024-03-17,completed,350.23
1651,228,2023-05-27,shipped,355.05
1652,22,2024-09-10,refunded,226.07
1653,63,2024-11-11,shipped,1472.14
1654,715,2023-10-24,completed,2329.32
1655,188,2023-03-09,completed,754.4
1656,278,2024-09-11,completed,707.36
1657,1017,2024-10-09,completed,131.82
1658,1049,2024-01-05,Refunded,
1659,1007,2024-02-27,PENDING,292.66
1660,305,2023-06-12,completed,116.39
1661,744,2023-02-19,completed,855.16
1662,733,2024-11-20,cancelled,1194.73
1663,223,2023-12-19,completed,1438.18
1664,665,2023-07-20,cancelled,399.17
1665,631,2024-05-21,completed,362.03
1666,476,2023-01-20,shipped,
1667,902,2023-02-28,pending,489.64
1668,814,2023-06-27,completed,867.36
1669,640,2023-11-25,completed,671.31
1670,871,2023-09-25,cancelled,272.17
1671,916,2023-05-17,completed,1469.98
1672,681,2023-09-14,completed,871.11
1673,322,2023-09-01,completed,1175.56
1674,911,2024-01-19,completed,276.38
1675,862,2024-02-15,shipped,853.27
1676,1181,2024-10-06,completed,1025.09
1677,180,2024-08-11,completed,651.95
1678,504,2023-08-02,cancelled,223.75
1679,1110,2024-10-20,completed,607.19
1680,618,2024-01-16,completed,958.03
1681,1132,2023-05-18,shipped,1231.11
1682,15,2023-09-06,cancelled,143.89
1683,43,2024-06-25,completed,642.32
1684,956,2024-08-22,pending,178.22
1685,431,2023-10-01,completed,966.87
1686,625,2023-04-26,completed,1148.0
1687,514,2023-05-21,refunded,254.52
1688,490,2023-03-17,cancelled,
1689,1128,2024-05-25,completed,347.81
1690,113,2024-01-03,completed,503.89
1691,927,2023-11-26,completed,310.3
1692,1068,2024-05-05,completed,1027.75
1693,789,2024-08-27,cancelled,1235.47
1694,475,2024-08-03,pending,622.5
1695,193,2023-04-11,completed,319.17
1696,820,2024-03-06,completed,489.8
1697,563,2024-10-06,completed,622.38
1698,180,2024-07-18,completed,473.29
1699,432,2023-08-29,shipped,538.14
1700,1154,2023-10-14,completed,1169.02
1701,319,2024-10-11,completed,301.99
1702,215,2023-01-24,shipped,2006.94
1703,819,2024-01-19,refunded,636.31
1704,240,2023-03-26,completed,453.67
1705,1104,2024-10-15,completed,295.7
1706,1031,2023-01-29,completed,317.89
1707,1181,2023-01-18,completed,579.22
1708,1096,2023-08-29,completed,633.01
1709,293,2023-05-27,completed,
1710,255,2023-12-28,completed,176.86
1711,412,2023-08-07,completed,579.3
1712,564,2023-09-18,cancelled,322.89
1713,1056,2024-02-17,completed,107.84
1714,881,2024-02-14,shipped,891.2
1715,774,2024-11-13,shipped,126.12
1716,1055,2023-12-17,pending,426.15
1717,776,2024-02-16,shipped,527.01
1718,455,2024-05-09,cancelled,1349.46
1719,496,2023-05-08,shipped,114.08
1720,621,2024-05-01,completed,959.28
1721,107,2024-09-21,completed,1065.13
1722,891,2023-08-21,completed,1627.39
1723,784,2023-05-11,completed,1206.08
1724,878,2023-09-10,completed,540.39
1725,641,2023-07-20,completed,989.11
1726,940,2024-03-03,completed,1393.67
1727,1140,2024-09-22,completed,84.6
1728,684,2024-03-11,completed,175.35
1729,534,2023-04-02,pending,681.51
1730,126,2023-08-18,completed,1056.79
1731,935,2024-05-18,pending,868.75
1732,1085,2023-08-30,completed,726.64
1733,840,2024-03-04,cancelled,1612.16
1734,1039,2024-05-21,pending,440.38
1735,1034,2023-08-29,completed,311.7
1736,958,2024-04-17,refunded,
1737,604,2023-10-18,completed,691.98
1738,120,2023-04-09,Completed,525.03
1739,4,2023-09-29,pending,1097.92
1740,246,2023-11-18,completed,326.67
1741,518,2023-01-02,completed,758.01
1742,893,2024-10-13,completed,991.52
1743,547,2024-01-21,completed,
1744,28,2023-01-27,completed,206.79
1745,253,2024-09-25,completed,369.62
1746,1176,2024-09-16,completed,495.94
1747,1186,2023-01-09,completed,152.92
1748,453,2023-04-30,completed,722.46
1749,966,2023-09-23,completed,
1750,864,2024-01-06,shipped,670.48
1751,1118,2024-06-13,completed,472.79
1752,1066,2023-11-06,completed,1291.28
1753,755,2024-03-22,pending,377.37
1754,474,2023-01-08,cancelled,1211.72
1755,752,2024-04-25,completed,370.49
1756,383,2024-10-30,completed,201.55
1757,418,2024-01-20,pending,543.89
1758,731,2023-11-29,cancelled,623.27
1759,686,2023-08-05,completed,766.77
1760,698,2024-11-27,completed,56.94
1761,462,2023-01-25,completed,433.7
1762,491,2023-07-29,completed,1912.4
1763,13,2023-04-12,cancelled,348.33
1764,723,2024-09-24,shipped,1067.0
1765,691,2023-12-19,completed,3201.06
1766,1123,2024-11-04, shipped,2145.38
1767,606,2024-04-30,pending,231.15
1768,562,2024-02-11,completed,1005.91
1769,82,2024-01-13,pending,1049.81
1770,237,2023-05-28,completed,896.41
1771,406,2024-02-15,Completed,197.21
1772,453,2024-05-15,completed,666.56
1773,436,2024-12-05,completed,663.19
1774,473,2024-02-05,refunded,171.71
1775,923,2024-11-16,completed,453.47
1776,158,2024-11-20,completed,688.55
1777,399,2024-01-17,Completed,
1778,196,2023-11-17,completed,942.92
1779,370,2023-04-15,Completed,444.45
1780,822,2023-07-16,shipped,616.83
1781,57,2024-10-03,completed,1114.44
1782,408,2023-04-11,completed,1764.26
1783,29,2023-10-17,completed,
1784,1146,2024-05-25,completed,917.99
1785,873,2023-06-25,shipped,389.04
1786,293,2024-12-12,completed,773.83
1787,238,2024-04-19,completed,179.37
1788,119,2023-01-21,shipped,1309.93
1789,568,2023-06-30,pending,293.76
1790,905,2024-06-24,cancelled,1128.37
1791,702,2024-09-22,completed,203.3
1792,1058,2024-11-07,completed,144.77
1793,413,2024-09-13,shipped,481.93
1794,334,2023-02-24,completed,671.33
1795,574,2024-06-16,shipped,2273.5
1796,243,2023-03-22,Completed,659.38
1797,1171,2023-02-25,pending,
1798,223,2024-05-20,completed,1004.75
1799,575,2023-12-16,completed,
1800,627,2024-04-18,completed,279.53
1801,69,2024-09-13,completed,1100.09
1802,563,2023-02-20,shipped,1336.82
1803,546,2024-01-21,completed,1021.73
1804,312,2024-09-01,completed,333.45
1805,154,2023-11-18,cancelled,676.63
1806,55,2024-01-18,pending,773.13
1807,11,2023-12-30,completed,1283.95
1808,578,2024-10-24,refunded,352.73
1809,108,2023-02-06,completed,1119.11
1810,1152,2024-10-02,pending,517.29
1811,294,2024-08-18,Completed,433.74
1812,784,2024-08-16,completed,600.09
1813,809,2023-10-28,completed,44.31
1814,595,2024-01-12,completed,67.16
1815,1061,2023-09-27,completed,93.18
1816,133,2023-07-03,completed,797.97
1817,281,2024-10-01,shipped,474.19
1818,303,2024-01-05,completed,334.34
1819,163,2024-06-12,completed,560.11
1820,354,2023-03-15,refunded,1137.1
1821,376,2024-07-29,shipped,540.3
1822,918,2024-04-25,Cancelled ,224.79
1823,362,2024-12-29,completed,2514.67
1824,1053,2023-04-08,Completed,582.07
1825,928,2024-01-30,completed,1344.84
1826,1082,2024-01-09,completed,1028.4
1827,127,2024-01-29,completed,410.76
1828,1182,2023-02-09,cancelled,1747.23
1829,737,2023-12-12,completed,357.99
1830,1179,2023-08-07,pending,787.9
1831,426,2024-03-26,completed,713.43
1832,1144,2023-06-19,completed,763.46
1833,707,2023-11-14,completed,1553.99
1834,87,2024-03-28,refunded,593.74
1835,493,2023-02-16,completed,681.56
1836,166,2024-07-28,completed,706.84
1837,1130,2024-06-06,completed,2210.51
1838,366,2023-02-11,shipped,1276.25
1839,267,2023-02-17,refunded,137.52
1840,664,2024-09-12,Cancelled ,369.51
1841,511,2023-07-26,shipped,625.57
1842,117,2024-09-20,Refunded,1532.42
1843,980,2023-12-31,shipped,1633.54
1844,1015,2023-09-07,Completed,567.34
1845,892,2023-07-19,completed,359.37
1846,741,2024-04-26,completed,507.5
1847,484,2023-03-22,completed,642.84
1848,651,2023-10-21,completed,480.46
1849,626,2023-09-10,completed,1367.94
1850,199,2023-04-23,refunded,444.09
1851,99,2023-09-15,refunded,282.88
1852,304,2024-01-21,completed,498.99
1853,546,2024-05-09,shipped,740.44
1854,193,2023-03-05,completed,1385.26
1855,129,2024-09-28,completed,263.53
1856,1023,2024-10-03,completed,743.88
1857,450,2024-05-20,completed,760.55
1858,702,2024-11-05,completed,865.92
1859,629,2023-11-09,completed,443.77
1860,883,2024-08-22,completed,855.44
1861,888,2024-06-14,completed,1010.18
1862,356,2024-02-15,cancelled,439.92
1863,1018,2023-05-12,completed,680.87
1864,446,2024-02-12,completed,523.13
1865,1003,2024-10-19,Completed,316.76
1866,486,2024-12-19,completed,183.84
1867,134,2023-11-24,completed,357.85
1868,913,2023-06-30,completed,379.55
1869,37,2024-06-29,shipped,181.05
1870,927,2023-02-25,completed,815.55
1871,52,2023-04-21,shipped,1060.65
1872,249,2024-02-15,completed,512.23
1873,725,2024-12-23,completed,572.44
1874,1130,2023-08-29,completed,400.52
1875,491,2023-11-20,Completed,547.97
1876,145,2023-08-24,completed,859.98
1877,280,2023-11-18,completed,
1878,1076,2023-01-06,completed,545.5
1879,873,2024-03-10,shipped,379.38
1880,121,2024-03-11,completed,999.79
1881,462,2023-08-19,Completed,411.8
1882,318,2023-07-12,shipped,195.23
1883,214,2024-07-09,completed,651.23
1884,1016,2023-05-18,pending,112.41
1885,742,2023-02-04,cancelled,723.02
1886,216,2023-01-30,refunded,762.07
1887,781,2024-10-05,completed,354.68
1888,497,2023-09-23,completed,397.72
1889,74,2023-03-16,completed,1099.98
1890,540,2024-10-03,shipped,2071.97
1891,223,2023-04-19,shipped,596.74
1892,295,2023-09-03,completed,360.73
1893,1055,2023-01-16,completed,767.02
1894,853,2024-05-10,Completed,529.23
1895,161,2024-05-25,completed,730.44
1896,1022,2024-07-06,completed,
1897,690,2023-07-12,cancelled,664.89
1898,1050,2023-08-28,completed,76.07
1899,897,2024-11-15,completed,396.73
1900,408,2024-08-22,refunded,366.57
1901,642,2023-01-28,completed,362.32
1902,638,2024-05-20,completed,906.25
1903,864,2024-08-16,shipped,212.45
1904,299,2024-02-13,completed,76.53
1905,400,2024-04-12,completed,355.69
1906,294,2023-01-01,PENDING,297.48
1907,356,2023-01-22,pending,599.79
1908,194,2023-01-26,pending,295.63
1909,44,2023-04-27,refunded,471.46
1910,1129,2024-12-24,completed,419.97
1911,90,2024-04-08,pending,1338.19
1912,1066,2024-07-25,completed,302.25
1913,4,2023-08-04,shipped,868.62
1914,933,2024-11-15,shipped,542.79
1915,395,2023-05-26,pending,1116.51
1916,622,2024-10-20,cancelled,1615.35
1917,339,2023-01-23,completed,536.35
1918,589,2023-01-15,shipped,116.17
1919,542,2023-02-27,completed,213.86
1920,636,2024-08-01,completed,169.05
1921,472,2023-07-07,pending,398.48
1922,644,2023-11-26,PENDING,349.4
1923,991,2023-12-11,completed,676.31
1924,522,2024-07-30,completed,1058.01
1925,434,2023-09-12,completed,103.55
1926,159,2023-01-05,completed,574.36
1927,432,2023-10-10,completed,309.51
1928,151,2023-07-30,cancelled,589.51
1929,220,2024-06-17,completed,399.81
1930,1143,2024-07-02,Refunded,937.97
1931,108,2023-03-09,completed,227.92
1932,579,2024-08-01,shipped,
1933,1002,2023-02-21,completed,508.19
1934,1144,2024-03-28,shipped,433.81
1935,177,2023-10-12,shipped,505.79
1936,197,2023-08-08,shipped,131.96
1937,448,2023-12-19,cancelled,1455.53
1938,666,2023-08-15,completed,375.51
1939,1152,2024-08-02,completed,242.06
1940,250,2024-12-06,completed,517.32
1941,198,2024-08-18,shipped,578.08
1942,304,2023-11-17,Completed,1886.32
1943,1050,2024-01-03,completed,1175.69
1944,37,2023-11-23,completed,426.78
1945,457,2024-08-02,completed,1670.1
1946,143,2024-02-08,pending,1457.76
1947,189,2023-12-08,shipped,244.12
1948,1101,2023-10-26,shipped,2175.27
1949,2,2023-10-01,shipped,380.98
1950,386,2024-02-08,cancelled,629.79
1951,1099,2024-05-17,completed,1310.7
1952,730,2023-11-12,refunded,104.13
1953,87,2024-08-11,completed,506.1
1954,559,2024-08-26,shipped,703.2
1955,1166,2023-11-10,shipped,1146.08
1956,481,2024-10-25,completed,
1957,635,2023-05-07,completed,105.63
1958,639,2024-11-11,completed,1876.95
1959,793,2023-08-03,completed,572.53
1960,225,2024-02-16,cancelled,723.24
1961,1008,2023-07-27,completed,147.28
1962,1187,2023-11-19,completed,1415.05
1963,172,2023-09-06,completed,385.47
1964,982,2024-05-29,completed,310.49
1965,981,2023-03-01,completed,1208.13
1966,890,2024-09-03,completed,164.82
1967,446,2024-10-21,completed,730.9
1968,563,2024-02-15,completed,302.47
1969,1008,2024-02-04,completed,794.2
1970,184,2024-05-25,completed,947.85
1971,995,2023-05-26,pending,374.44
1972,1105,2024-07-01,completed,
1973,819,2023-06-09,completed,573.31
1974,410,2024-05-08,refunded,1895.2
1975,671,2023-08-12,completed,1218.4
1976,61,2024-06-28,completed,
1977,1119,2024-07-31,pending,619.32
1978,411,2023-06-02,completed,181.4
1979,69,2024-03-26,pending,1207.03
1980,954,2023-12-30,shipped,345.24
1981,790,2023-08-03,refunded,673.48
1982,748,2024-03-05,refunded,1884.05
1983,65,2024-12-25,completed,1342.72
1984,902,2023-01-02,pending,258.42
1985,765,2024-11-29,completed,575.74
