id,order_id,product_id,quantity,unit_price
2407,1285,187,2,116.57
2408,1285,17,1,1521.63
2409,1286,187,3,116.57
2410,1287,187,1,116.57
2411,1288,187,2,104.65
2412,1289,187,1,116.57
2413,1290,99,2,408.14
2414,1291,112,3,1017.19
2415,1291,88,3,206.14
2416,1292,139,5,54.33
2417,1293,161,2,308.57
2418,1293,187,1,105.03
2419,1294,187,1,116.57
2420,1295,56,1,1350.71
2421,1295,180,1,1705.09
2422,1296,85,3,1548.36
2423,1297,187,1,116.57
2424,1297,56,4,1350.71
2425,1298,85,3,1405.57
2426,1298,176,4,681.36
2427,1299,88,1,206.14
2428,1300,1,1,1818.9
2429,1301,25,1,101.44
2430,1301,24,2,842.71
2431,1301,176,3,798.78
2432,1302,113,1,414.76
2433,1302,42,2,991.09
2434,1303,96,4,354.13
2435,1303,176,2,798.78
2436,1303,187,2,116.57
2437,1303,1,1,1818.9
2438,1304,171,1,128.74
2439,1305,113,1,414.76
2440,1306,180,3,1705.09
2441,1306,170,1,60.89
2442,1307,187,1,102.38
2443,1307,34,4,706.15
2444,1307,184,3,478.29
2445,1308,25,1,101.44
2446,1309,187,1,107.36
2447,1310,83,1,1046.86
2448,1310,47,1,675.84
2449,1311,40,1,182.89
2450,1311,127,3,68.25
2451,1311,56,1,1232.88
2452,1311,187,3,116.57
2453,1312,139,1,54.33
2454,1313,85,1,1333.02
2455,1313,28,3,268.62
2456,1313,40,1,182.89
2457,1314,187,1,116.57
2458,1315,187,1,116.57
2459,1316,187,4,116.57
2460,1317,113,1,414.76
2461,1318,40,1,165.43
2462,1318,137,1,944.88
2463,1318,122,2,986.88
2464,1318,85,1,1548.36
2465,1319,85,1,1548.36
2466,1319,42,3,991.09
2467,1319,180,1,1705.09
2468,1320,187,1,116.57
2469,1320,40,2,182.89
2470,1321,62,1,1715.79
2471,1322,40,2,182.89
2472,1322,187,2,116.57
2473,1323,1,2,1818.9
2474,1324,187,1,108.63
2475,1324,181,4,105.12
2476,1325,96,4,374.13
2477,1325,123,1,1257.33
2478,1325,85,1,1548.36
2479,1326,151,1,1310.48
2480,1327,181,1,105.12
2481,1328,85,1,1548.36
2482,1329,187,1,116.57
2483,1329,25,3,101.44
2484,1329,36,1,64.17
2485,1330,99,5,408.14
2486,1330,176,1,798.78
2487,1330,85,1,1548.36
2488,1331,85,1,1548.36
2489,1331,1,1,1818.9
2490,1331,108,1,1361.44
2491,1331,185,2,1150.61
2492,1332,127,1,68.25
2493,1333,176,2,798.78
2494,1333,113,1,414.76
2495,1333,180,3,1705.09
2496,1334,187,3,100.95
2497,1334,56,1,1350.71
2498,1335,85,4,1399.43
2499,1335,96,1,374.13
2500,1336,187,1,116.57
2501,1336,40,2,182.89
2502,1336,22,1,1306.35
2503,1336,25,2,101.44
2504,1337,88,4,206.14
2505,1337,187,1,116.57
2506,1338,180,1,1705.09
2507,1338,109,1,260.35
2508,1339,97,1,1206.38
2509,1339,180,1,1705.09
2510,1339,186,2,843.62
2511,1340,187,1,101.34
2512,1341,180,2,1705.09
2513,1341,163,3,633.77
2514,1342,17,1,1521.63
2515,1342,152,1,1737.5
2516,1342,141,4,1501.39
2517,1342,139,1,54.33
2518,1343,180,2,1705.09
2519,1343,192,2,121.94
2520,1344,138,2,1573.62
2521,1345,12,2,419.88
2522,1345,187,1,116.57
2523,1346,133,2,1933.11
2524,1346,85,2,1548.36
2525,1346,40,2,182.89
2526,1347,111,1,1394.33
2527,1347,141,2,1493.28
2528,1347,85,1,1368.17
2529,1348,94,1,1665.43
2530,1348,183,1,487.99
2531,1348,25,1,101.44
2532,1349,74,1,1873.3
2533,1349,40,3,182.89
2534,1350,25,1,101.44
2535,1350,36,3,64.17
2536,1350,187,4,116.57
2537,1350,40,2,182.89
2538,1351,187,1,116.57
2539,1351,54,4,1116.55
2540,1352,111,3,1394.33
2541,1352,187,3,116.57
2542,1353,187,1,116.57
2543,1354,1,4,1818.9
2544,1355,187,1,116.57
2545,1355,111,1,1394.33
2546,1356,40,4,158.02
2547,1357,116,1,1482.93
2548,1357,25,1,101.44
2549,1357,187,1,116.57
2550,1358,187,1,116.57
2551,1359,85,2,1548.36
2552,1360,85,1,1548.36
2553,1361,187,1,116.57
2554,1361,173,2,124.75
2555,1362,85,2,1396.93
2556,1362,83,2,1046.86
2557,1363,189,1,1056.55
2558,1363,187,1,116.57
2559,1364,180,1,1705.09
2560,1365,1,4,1818.9
2561,1366,187,1,116.57
2562,1366,56,2,1350.71
2563,1366,180,2,1705.09
2564,1367,195,1,1690.12
2565,1367,62,3,1833.62
2566,1368,27,3,672.46
2567,1369,122,3,986.88
2568,1370,187,1,105.29
2569,1371,162,1,1652.66
2570,1372,40,4,182.89
2571,1373,200,4,1291.76
2572,1373,56,1,1350.71
2573,1374,187,1,104.08
2574,1374,176,3,798.78
2575,1374,188,1,670.15
2576,1375,96,1,374.13
2577,1375,1,1,1718.81
2578,1375,163,1,576.14
2579,1375,180,1,1466.26
2580,1376,56,2,1350.71
2581,1376,138,2,1396.59
2582,1376,103,1,1010.97
2583,1377,187,4,116.57
2584,1377,125,2,586.45
2585,1378,24,1,842.71
2586,1379,88,2,184.19
2587,1379,85,1,1548.36
2588,1379,1,3,1818.9
2589,1380,50,2,61.81
2590,1381,40,1,182.89
2591,1382,85,2,1548.36
2592,1383,87,1,759.22
2593,1383,88,1,181.62
2594,1384,110,1,1022.04
2595,1384,22,3,1306.35
2596,1385,1,2,1818.9
2597,1385,96,4,374.13
2598,1386,41,2,983.07
2599,1387,40,2,182.89
2600,1387,56,1,1350.71
2601,1388,113,4,371.42
2602,1389,187,4,116.57
2603,1389,143,3,479.86
2604,1390,85,2,1548.36
2605,1390,187,1,116.57
2606,1390,88,1,183.7
2607,1391,85,1,1548.36
2608,1392,179,1,1752.38
2609,1393,187,1,116.57
2610,1394,40,2,182.89
2611,1394,187,1,101.62
2612,1394,34,1,706.15
2613,1395,161,1,308.57
2614,1396,40,1,182.89
2615,1397,34,1,706.15
2616,1398,121,1,615.18
2617,1398,56,1,1350.71
2618,1399,187,1,116.57
2619,1399,56,1,1350.71
2620,1399,96,1,374.13
2621,1399,79,1,1785.41
2622,1400,181,2,105.12
2623,1401,179,1,1752.38
2624,1401,180,2,1705.09
2625,1402,40,5,163.4
2626,1402,1,2,1818.9
2627,1403,56,1,1350.71
2628,1403,138,1,1573.62
2629,1404,85,1,1548.36
2630,1405,40,2,182.89
2631,1406,95,2,322.66
2632,1407,139,2,54.33
2633,1408,136,2,1479.07
2634,1409,54,4,1116.55
2635,1409,56,1,1350.71
2636,1410,85,2,1548.36
2637,1411,138,1,1404.2
2638,1412,124,1,1912.09
2639,1413,180,1,1467.71
2640,1414,1,1,1818.9
2641,1415,187,1,116.57
2642,1416,187,1,116.57
2643,1417,197,1,1959.53
2644,1417,187,2,116.57
2645,1418,62,1,1833.62
2646,1418,122,2,986.88
2647,1419,187,2,101.53
2648,1419,102,1,1944.19
2649,1419,62,4,1833.62
2650,1419,152,3,1737.5
2651,1420,138,3,1573.62
2652,1421,187,1,116.57
2653,1421,85,2,1548.36
2654,1422,56,4,1265.16
2655,1423,34,4,706.15
2656,1423,187,2,116.57
2657,1423,107,2,280.14
2658,1424,88,2,206.14
2659,1425,111,3,1394.33
2660,1425,31,4,356.94
2661,1425,180,1,1705.09
2662,1426,156,1,1496.85
2663,1427,17,2,1521.63
2664,1428,187,1,116.57
2665,1428,71,1,595.31
2666,1429,136,1,1612.44
2667,1430,153,3,792.78
2668,1430,91,1,1623.28
2669,1430,22,3,1122.22
2670,1431,187,1,116.57
2671,1431,85,3,1548.36
2672,1431,29,1,223.84
2673,1432,104,1,304.06
2674,1433,192,3,121.94
2675,1433,85,3,1548.36
2676,1434,187,1,108.2
2677,1434,1,3,1818.9
2678,1434,139,1,54.33
2679,1435,85,2,1548.36
2680,1435,17,2,1323.13
2681,1435,115,1,1436.22
2682,1435,40,1,182.89
2683,1436,127,2,68.25
2684,1436,165,1,1843.44
2685,1436,170,3,54.02
2686,1436,187,1,116.57
2687,1437,88,1,206.14
2688,1437,129,1,1274.9
2689,1438,188,1,682.98
2690,1439,187,2,116.57
2691,1440,192,2,121.94
2692,1441,144,3,1070.45
2693,1442,37,2,1917.91
2694,1442,56,1,1350.71
2695,1442,180,2,1705.09
2696,1443,18,1,1444.26
2697,1443,40,1,182.89
2698,1443,133,2,1933.11
2699,1444,187,3,116.57
2700,1445,187,1,116.57
2701,1445,133,3,1722.76
2702,1446,187,1,116.57
2703,1447,64,1,93.11
2704,1447,56,1,1350.71
2705,1447,187,1,102.9
2706,1448,85,1,1548.36
2707,1448,187,1,116.57
2708,1448,180,2,1705.09
2709,1448,96,2,374.13
2710,1449,40,1,182.89
2711,1450,187,1,105.46
2712,1450,88,3,175.61
2713,1450,96,1,374.13
2714,1451,36,3,58.45
2715,1451,56,3,1350.71
2716,1451,139,3,54.33
2717,1452,85,1,1548.36
2718,1453,197,2,1959.53
2719,1453,25,1,101.44
2720,1454,133,2,1933.11
2721,1455,187,3,116.57
2722,1456,96,5,374.13
2723,1456,145,1,1219.52
2724,1456,111,2,1394.33
2725,1456,187,2,104.52
2726,1457,47,1,675.84
2727,1457,1,2,1818.9
2728,1457,187,2,116.57
2729,1458,40,1,182.89
2730,1458,85,3,1548.36
2731,1458,180,4,1705.09
2732,1459,62,4,1833.62
2733,1459,111,5,1394.33
2734,1459,187,1,116.57
2735,1460,85,1,1470.0
2736,1460,187,1,116.57
2737,1461,14,4,1166.43
2738,1461,66,4,657.61
2739,1461,88,1,180.33
2740,1462,176,1,798.78
2741,1463,85,1,1548.36
2742,1463,25,2,101.44
2743,1464,187,1,116.57
2744,1464,56,1,1350.71
2745,1464,136,1,1612.44
2746,1464,25,1,87.65
2747,1465,200,2,1291.76
2748,1466,187,2,116.57
2749,1466,53,2,296.83
2750,1467,180,2,1705.09
2751,1467,75,3,345.09
2752,1467,193,1,1851.11
2753,1468,187,1,116.57
2754,1469,96,3,374.13
2755,1469,187,2,116.57
2756,1469,40,1,182.89
2757,1470,18,4,1365.8
2758,1470,6,4,1274.95
2759,1470,187,1,116.57
2760,1471,129,3,1274.9
2761,1471,54,1,1116.55
2762,1471,172,2,364.96
2763,1472,90,3,538.93
2764,1473,85,2,1548.36
2765,1474,180,2,1705.09
2766,1474,68,5,1620.15
2767,1475,185,1,1034.59
2768,1475,187,2,108.54
2769,1476,3,3,545.69
2770,1477,139,1,54.33
2771,1477,60,2,1541.69
2772,1478,62,1,1833.62
2773,1479,187,2,116.57
2774,1479,81,1,1783.66
2775,1480,187,1,116.57
2776,1480,88,3,192.79
2777,1481,197,1,1959.53
2778,1481,185,4,1150.61
2779,1482,149,2,760.26
2780,1483,40,1,182.89
2781,1484,187,2,116.57
2782,1485,1,5,1818.9
2783,1486,187,3,116.57
2784,1487,40,1,182.89
2785,1487,171,1,128.74
2786,1488,60,5,1351.72
2787,1488,187,1,116.57
2788,1488,171,1,118.77
2789,1489,187,1,99.55
2790,1489,133,1,1933.11
2791,1490,185,2,1150.61
2792,1491,187,1,116.57
2793,1491,40,5,169.17
2794,1491,163,1,633.77
2795,1492,37,1,1917.91
2796,1493,187,2,116.57
2797,1493,25,1,101.44
2798,1493,133,3,1933.11
2799,1493,119,4,1856.5
2800,1494,48,3,1050.45
2801,1494,68,2,1620.15
2802,1495,102,1,1944.19
2803,1496,187,4,105.22
2804,1497,181,1,105.12
2805,1497,187,4,105.07
2806,1498,146,1,1562.09
2807,1499,180,1,1705.09
2808,1499,68,1,1620.15
2809,1499,88,1,206.14
2810,1500,187,2,116.57
2811,1500,54,1,1116.55
2812,1501,187,2,116.57
2813,1502,40,4,182.89
2814,1502,187,1,116.57
2815,1503,85,1,1548.36
2816,1504,185,1,1150.61
2817,1505,187,2,116.57
2818,1505,44,1,1151.59
2819,1505,111,3,1394.33
2820,1505,152,1,1737.5
2821,1506,135,1,1867.32
2822,1507,15,1,369.19
2823,1508,174,2,1190.06
2824,1509,164,2,304.01
2825,1509,187,2,105.43
2826,1509,68,2,1620.15
2827,1509,1,2,1818.9
2828,1510,187,1,99.77
2829,1510,85,1,1548.36
2830,1511,151,1,1310.48
2831,1511,197,3,1800.86
2832,1512,30,1,1183.12
2833,1512,141,1,1662.1
2834,1513,25,2,96.04
2835,1513,97,1,1206.38
2836,1513,187,1,116.57
2837,1513,119,1,1856.5
2838,1514,25,2,101.44
2839,1514,85,1,1548.36
2840,1515,187,2,116.57
2841,1515,180,1,1534.54
2842,1516,187,1,116.57
2843,1516,139,1,54.33
2844,1516,56,2,1350.71
2845,1516,1,5,1564.57
2846,1517,185,4,1150.61
2847,1517,134,1,1199.76
2848,1518,56,4,1350.71
2849,1518,33,4,1170.08
2850,1518,1,1,1818.9
2851,1518,35,4,1189.6
2852,1519,137,1,944.88
2853,1520,187,2,116.57
2854,1520,85,1,1346.22
2855,1521,181,1,105.12
2856,1522,163,2,633.77
2857,1522,176,3,798.78
2858,1522,36,1,55.93
2859,1523,85,5,1548.36
2860,1523,125,2,586.45
2861,1524,60,1,1375.59
2862,1525,180,3,1705.09
2863,1525,57,1,576.12
2864,1525,154,2,509.97
2865,1525,85,4,1399.23
2866,1526,96,1,350.14
2867,1527,180,1,1458.94
2868,1527,22,1,1306.35
2869,1528,161,3,308.57
2870,1528,187,1,116.57
2871,1528,149,1,760.26
2872,1528,85,2,1548.36
2873,1529,199,4,1563.15
2874,1529,85,1,1548.36
2875,1530,75,1,345.09
2876,1530,187,1,116.57
2877,1530,22,1,1306.35
2878,1531,142,1,1597.49
2879,1531,85,3,1548.36
2880,1531,187,2,116.57
2881,1531,64,1,93.11
2882,1532,187,1,116.57
2883,1533,25,2,101.44
2884,1533,180,1,1705.09
2885,1534,95,1,322.66
2886,1535,187,4,116.57
2887,1536,88,1,206.14
2888,1536,62,4,1576.35
2889,1536,139,4,54.33
2890,1537,139,2,54.33
2891,1537,88,1,206.14
2892,1537,180,1,1705.09
2893,1538,180,1,1705.09
2894,1538,85,1,1548.36
2895,1538,56,3,1350.71
2896,1539,138,1,1573.62
2897,1539,180,2,1705.09
2898,1539,85,1,1411.29
2899,1539,187,2,103.53
2900,1540,187,5,116.57
2901,1540,40,1,182.89
2902,1541,187,1,100.56
2903,1541,110,3,1022.04
2904,1542,180,1,1705.09
2905,1542,170,2,52.69
2906,1542,176,1,798.78
2907,1543,95,1,322.66
2908,1543,38,1,974.44
2909,1544,187,1,102.84
2910,1545,87,5,759.22
2911,1545,85,2,1548.36
2912,1545,61,2,232.43
2913,1546,120,1,806.6
2914,1546,84,4,606.92
2915,1547,85,1,1548.36
2916,1547,80,3,1501.99
2917,1548,25,1,87.37
2918,1548,40,1,167.86
2919,1549,88,3,206.14
2920,1550,17,1,1521.63
2921,1551,40,1,182.89
2922,1552,122,2,986.88
2923,1552,187,3,116.57
2924,1553,165,5,1843.44
2925,1553,85,2,1366.2
2926,1554,123,3,1207.71
2927,1555,48,1,962.05
2928,1555,67,1,1457.61
2929,1556,86,2,1329.75
2930,1557,85,2,1548.36
2931,1557,134,1,1199.76
2932,1557,198,4,1607.81
2933,1557,100,1,633.75
2934,1558,40,3,182.89
2935,1559,25,1,101.44
2936,1559,1,1,1818.9
2937,1560,83,4,994.14
2938,1561,187,1,116.57
2939,1562,1,1,1818.9
2940,1562,147,4,1213.76
2941,1563,187,1,116.57
2942,1563,146,3,1737.99
2943,1564,62,2,1833.62
2944,1565,1,1,1818.9
2945,1565,85,1,1548.36
2946,1566,43,2,1876.83
2947,1567,64,1,93.11
2948,1567,187,1,109.76
2949,1567,145,3,1219.52
2950,1567,3,1,545.69
2951,1568,156,1,1496.85
2952,1569,89,1,1498.39
2953,1570,88,1,206.14
2954,1571,123,1,1332.13
2955,1571,171,2,110.67
2956,1571,40,2,182.89
2957,1571,25,1,101.44
2958,1572,164,3,304.01
2959,1572,53,1,296.83
2960,1573,40,1,182.89
2961,1573,125,3,586.45
2962,1574,82,1,1788.92
2963,1575,185,1,1150.61
2964,1576,34,1,706.15
2965,1577,187,2,116.57
2966,1578,48,1,1050.45
2967,1579,187,1,108.07
2968,1579,112,1,1093.42
2969,1580,56,2,1248.53
2970,1581,138,1,1573.62
2971,1582,34,1,706.15
2972,1582,187,2,116.57
2973,1583,85,3,1548.36
2974,1584,88,2,185.47
2975,1584,152,1,1737.5
2976,1584,139,1,54.33
2977,1585,127,1,60.96
2978,1585,111,1,1394.33
2979,1585,187,2,116.57
2980,1586,85,1,1548.36
2981,1587,114,4,1611.97
2982,1588,25,3,101.44
2983,1589,185,1,1150.61
2984,1589,187,1,110.09
2985,1590,100,1,633.75
2986,1590,180,1,1705.09
2987,1590,185,4,1150.61
2988,1591,40,2,182.89
2989,1591,54,1,950.29
2990,1592,187,1,116.57
2991,1592,111,1,1394.33
2992,1593,96,1,374.13
2993,1593,109,1,226.65
2994,1594,181,2,90.11
2995,1595,153,1,918.17
2996,1596,124,2,1912.09
2997,1596,180,1,1705.09
2998,1596,56,3,1245.12
2999,1596,168,1,323.31
3000,1597,159,1,138.63
3001,1597,56,2,1172.62
3002,1597,187,1,116.57
3003,1598,111,4,1394.33
3004,1599,152,4,1737.5
3005,1599,103,1,1010.97
3006,1599,141,1,1662.1
3007,1599,187,2,116.57
3008,1600,180,4,1705.09
3009,1600,161,4,283.69
3010,1600,1,1,1626.0
3011,1600,187,3,116.57
3012,1601,87,1,759.22
3013,1601,56,3,1350.71
3014,1601,85,2,1548.36
3015,1602,187,1,116.57
3016,1602,85,1,1548.36
3017,1602,31,1,338.08
3018,1603,187,1,116.57
3019,1603,85,3,1548.36
3020,1604,25,2,87.84
3021,1605,48,2,1050.45
3022,1606,56,2,1350.71
3023,1606,176,1,798.78
3024,1606,88,2,206.14
3025,1606,25,1,101.44
3026,1607,32,1,1851.66
3027,1607,166,2,346.92
3028,1608,187,1,116.57
3029,1608,88,1,186.25
3030,1609,1,2,1818.9
3031,1610,85,4,1548.36
3032,1611,18,1,1444.26
3033,1611,87,4,759.22
3034,1611,187,1,116.57
3035,1612,25,1,91.17
3036,1612,195,1,1690.12
3037,1613,111,1,1394.33
3038,1613,139,1,54.33
3039,1614,17,1,1521.63
3040,1615,81,1,1652.2
3041,1615,187,1,116.57
3042,1616,139,1,54.33
3043,1616,187,1,116.57
3044,1617,109,4,260.35
3045,1618,31,1,356.94
3046,1618,56,1,1350.71
3047,1619,40,2,182.89
3048,1619,85,1,1548.36
3049,1620,181,1,105.12
3050,1621,187,2,116.57
3051,1621,85,1,1548.36
3052,1622,103,2,1010.97
3053,1622,40,3,182.89
3054,1623,4,1,1938.94
3055,1623,139,2,46.79
3056,1623,187,2,108.49
3057,1624,187,1,102.46
3058,1625,187,1,116.57
3059,1625,34,1,706.15
3060,1625,25,2,101.44
3061,1625,111,3,1394.33
3062,1626,1,1,1818.9
3063,1626,40,1,182.89
3064,1627,85,4,1548.36
3065,1627,29,1,223.84
3066,1627,40,1,182.89
3067,1628,179,1,1752.38
3068,1629,35,2,1060.8
3069,1630,127,1,68.25
3070,1630,21,2,1176.1
3071,1631,40,2,182.89
3072,1632,185,1,1150.61
3073,1632,61,1,232.43
3074,1632,187,1,110.34
3075,1633,187,2,116.57
3076,1634,80,4,1333.22
3077,1634,88,2,206.14
3078,1634,139,3,47.62
3079,1635,27,1,672.46
3080,1636,25,1,91.16
3081,1636,81,1,1783.66
3082,1636,88,1,206.14
3083,1637,187,4,116.57
3084,1638,110,2,1022.04
3085,1638,1,1,1818.9
3086,1639,187,2,116.57
3087,1640,187,1,116.57
3088,1641,109,4,260.35
3089,1642,87,1,759.22
3090,1642,37,1,1917.91
3091,1642,56,1,1183.37
3092,1643,76,1,107.97
3093,1643,187,1,116.57
3094,1644,171,2,128.74
3095,1645,138,1,1573.62
3096,1645,139,1,54.33
3097,1646,193,2,1851.11
3098,1647,25,1,89.01
3099,1648,14,2,1166.43
3100,1649,46,3,499.5
3101,1650,40,1,182.89
3102,1651,187,2,116.57
3103,1652,187,1,116.57
3104,1652,167,4,583.03
3105,1653,25,3,88.51
3106,1654,197,3,1959.53
3107,1655,187,3,116.57
3108,1655,1,2,1818.9
3109,1655,85,4,1320.89
3110,1656,17,2,1417.03
3111,1657,40,1,158.71
3112,1657,60,2,1541.69
3113,1658,180,1,1705.09
3114,1658,40,3,182.89
3115,1658,187,1,116.57
3116,1659,187,1,116.57
3117,1659,134,2,1199.76
3118,1660,111,4,1394.33
3119,1661,60,1,1541.69
3120,1661,40,1,182.89
3121,1662,17,1,1521.63
3122,1662,19,1,874.98
3123,1663,169,1,230.74
3124,1663,85,4,1548.36
3125,1663,1,2,1818.9
3126,1663,138,2,1573.62
3127,1664,187,1,116.57
3128,1665,85,1,1449.09
3129,1666,133,1,1933.11
3130,1666,123,1,1332.13
3131,1666,95,2,322.66
3132,1666,85,2,1548.36
3133,1667,1,1,1818.9
3134,1667,187,1,104.9
3135,1668,187,1,104.12
3136,1668,181,2,91.93
3137,1668,176,1,798.78
3138,1668,88,2,206.14
3139,1669,184,3,464.12
3140,1669,127,5,68.25
3141,1670,47,2,675.84
3142,1671,85,1,1548.36
3143,1671,187,3,108.43
3144,1671,111,1,1394.33
3145,1671,139,5,49.45
3146,1672,1,1,1818.9
3147,1672,85,1,1548.36
3148,1673,180,2,1539.75
3149,1674,123,3,1184.76
3150,1674,181,5,95.26
3151,1674,85,4,1548.36
3152,1675,85,1,1548.36
3153,1676,65,1,1118.16
3154,1676,85,1,1548.36
3155,1677,187,1,116.57
3156,1677,176,1,798.78
3157,1678,75,2,296.51
3158,1678,199,1,1563.15
3159,1679,40,2,182.89
3160,1679,187,1,116.57
3161,1679,110,1,1022.04
3162,1680,187,2,116.57
3163,1680,48,1,972.7
3164,1680,40,4,182.89
3165,1680,94,2,1665.43
3166,1681,54,5,1116.55
3167,1681,51,1,1464.11
3168,1682,180,1,1596.67
3169,1682,18,3,1444.26
3170,1682,187,2,116.57
3171,1682,40,2,170.93
3172,1683,83,2,1046.86
3173,1684,187,1,107.85
3174,1684,185,1,1150.61
3175,1684,25,1,88.97
3176,1685,85,2,1548.36
3177,1685,38,1,974.44
3178,1685,54,1,1116.55
3179,1685,185,1,1150.61
3180,1686,88,1,206.14
3181,1687,85,2,1548.36
3182,1687,25,1,101.44
3183,1688,141,1,1555.47
3184,1689,81,1,1580.68
3185,1690,187,2,116.57
3186,1691,187,1,116.57
3187,1691,176,2,798.78
3188,1691,184,1,513.04
3189,1692,180,1,1705.09
3190,1692,40,1,182.89
3191,1692,54,1,1116.55
3192,1693,40,4,182.89
3193,1694,109,2,260.35
3194,1694,40,1,182.89
3195,1694,88,1,206.14
3196,1695,63,4,475.05
3197,1695,104,1,279.51
3198,1695,85,1,1548.36
3199,1695,187,2,102.09
3200,1696,188,3,759.13
3201,1696,96,1,374.13
3202,1696,85,2,1548.36
3203,1696,165,1,1843.44
3204,1697,187,1,116.57
3205,1697,70,2,1906.69
3206,1698,170,4,60.89
3207,1698,179,1,1562.07
3208,1698,185,2,1150.61
3209,1699,25,1,87.23
3210,1699,138,1,1573.62
3211,1700,100,2,579.96
3212,1700,139,1,47.91
3213,1700,40,1,168.28
3214,1701,25,2,101.44
3215,1702,56,1,1350.71
3216,1702,85,1,1444.7
3217,1702,189,1,1056.55
3218,1702,92,2,435.28
3219,1703,32,2,1851.66
3220,1704,156,1,1295.83
3221,1704,187,1,116.57
3222,1704,40,4,182.89
3223,1705,62,1,1833.62
3224,1706,133,5,1933.11
3225,1706,85,3,1548.36
3226,1707,85,3,1548.36
3227,1708,88,2,206.14
3228,1708,187,1,116.57
3229,1709,22,2,1306.35
3230,1710,34,1,706.15
3231,1711,85,2,1548.36
3232,1712,180,3,1705.09
3233,1713,125,3,586.45
3234,1714,187,1,116.57
3235,1714,102,1,1818.87
3236,1714,66,1,753.8
3237,1715,40,1,182.89
3238,1715,2,2,1405.12
3239,1716,180,2,1705.09
3240,1716,187,1,104.64
3241,1716,37,1,1917.91
3242,1717,40,1,182.89
3243,1717,187,5,105.49
3244,1718,1,2,1818.9
3245,1719,133,1,1933.11
3246,1719,187,1,106.32
3247,1719,40,1,182.89
3248,1719,1,1,1818.9
3249,1720,96,1,374.13
3250,1720,40,1,182.89
3251,1721,56,1,1350.71
3252,1721,88,1,206.14
3253,1721,40,3,182.89
3254,1722,72,1,1039.33
3255,1722,36,3,64.17
3256,1723,138,1,1404.88
3257,1724,111,2,1394.33
3258,1724,180,1,1479.62
3259,1724,197,2,1959.53
3260,1725,31,1,356.94
3261,1726,85,2,1436.34
3262,1726,27,1,672.46
3263,1727,85,1,1548.36
3264,1728,60,2,1541.69
3265,1729,17,2,1521.63
3266,1729,180,2,1705.09
3267,1730,85,1,1548.36
3268,1731,185,1,1006.92
3269,1731,187,3,106.96
3270,1731,180,2,1705.09
3271,1732,17,1,1343.72
3272,1733,85,1,1396.41
3273,1733,19,2,765.83
3274,1734,187,1,116.57
3275,1734,180,1,1705.09
3276,1734,193,1,1725.54
3277,1735,40,1,166.28
3278,1735,62,1,1833.62
3279,1736,1,2,1818.9
3280,1736,54,2,1116.55
3281,1737,98,2,1530.24
3282,1737,187,1,101.75
3283,1737,85,1,1548.36
3284,1737,141,2,1662.1
3285,1738,97,2,1206.38
3286,1738,187,5,116.57
3287,1738,40,1,182.89
3288,1739,127,2,68.25
3289,1740,65,2,957.29
3290,1740,81,1,1783.66
3291,1741,187,1,101.83
3292,1742,187,1,108.2
3293,1743,184,2,513.04
3294,1743,100,2,633.75
3295,1744,187,1,116.57
3296,1744,176,1,798.78
3297,1745,75,2,345.09
3298,1745,113,1,414.76
3299,1746,88,2,206.14
3300,1746,48,1,1050.45
3301,1747,85,1,1548.36
3302,1747,56,1,1208.48
3303,1747,135,3,1867.32
3304,1748,35,4,1125.54
3305,1749,56,1,1350.71
3306,1750,187,1,106.36
3307,1751,197,5,1959.53
3308,1751,187,1,116.57
3309,1751,88,1,206.14
3310,1752,85,1,1548.36
3311,1752,40,2,182.89
3312,1752,185,1,1150.61
3313,1752,187,3,116.57
3314,1753,88,2,206.14
3315,1754,183,2,487.99
3316,1754,17,1,1521.63
3317,1755,61,1,232.43
3318,1756,46,4,547.88
3319,1757,85,1,1548.36
3320,1758,176,3,798.78
3321,1758,180,1,1705.09
3322,1759,136,1,1612.44
3323,1760,180,2,1705.09
3324,1760,115,2,1436.22
3325,1760,25,1,101.44
3326,1761,187,1,100.02
3327,1762,187,1,116.57
3328,1762,56,1,1350.71
3329,1762,35,2,1189.6
3330,1763,119,2,1629.43
3331,1763,178,1,1018.47
3332,1763,180,3,1705.09
3333,1763,85,1,1442.36
3334,1764,188,2,759.13
3335,1764,25,1,101.44
3336,1765,187,1,109.02
3337,1765,185,3,1150.61
3338,1765,76,3,107.97
3339,1766,197,1,1959.53
3340,1767,85,1,1548.36
3341,1768,155,2,487.83
3342,1769,187,1,116.57
3343,1770,187,5,116.57
3344,1770,105,2,39.65
3345,1770,3,1,545.69
3346,1771,40,1,182.89
3347,1772,188,2,759.13
3348,1772,40,1,182.89
3349,1773,176,1,715.25
3350,1773,103,2,929.2
3351,1773,56,2,1182.13
3352,1773,87,2,759.22
3353,1774,139,2,54.33
3354,1774,109,5,260.35
3355,1774,56,1,1350.71
3356,1774,28,1,284.28
3357,1775,34,3,706.15
3358,1776,85,1,1548.36
3359,1776,168,1,323.31
3360,1776,176,1,798.78
3361,1776,56,2,1227.84
3362,1777,17,1,1521.63
3363,1777,85,2,1548.36
3364,1777,128,1,965.31
3365,1778,173,2,124.75
3366,1779,40,3,182.89
3367,1779,193,2,1645.55
3368,1779,187,3,116.57
3369,1780,187,2,116.57
3370,1781,169,1,247.79
3371,1781,56,2,1350.71
3372,1782,48,1,1050.45
3373,1783,85,1,1548.36
